mammal|哺乳动物,5
suit|套装,0
balls_deep|球深,0
kobold|狗头人,5
hunting_dog|狩猎狗,5
vaginal_fingering|阴道指法,0
candy|糖果,0
clothing_aside|服装旁,0
humanoid_penetrated|humanoid_penetrated,0
blue_scales|blue_scales,0
huge_muscles|巨大的肌肉,0
growth|生长,0
small_dom_big_sub|small_dom_big_sub,0
larger_anthro|large_anthro,0
pink_background|粉红色背景,0
activision|动视,3
eye_roll|翻白眼,0
biting_lip|咬唇,0
tentacle_sex|tentacle_sex,0
red_penis|red_penis,0
snow_leopard|雪豹,5
smoking|抽烟,0
species_transformation|物种转化,0
story_in_description|story_in_description,7
fucked_silly|性交傻,0
bandanna|手帕,0
mollusk|软体动物,5
steam|蒸汽,0
high_framerate|高帧率,7
sonic_the_hedgehog|sonic_the_hedgehog,4
larger_penetrated|large_penetrated,0
penis_size_difference|penis_size_difference,0
shirt_lift|衬衫升降机,0
theropod|兽脚亚目,5
tools|工具,0
building|建造,0
purple_background|紫色背景,0
white_eyes|白眼,0
leaking|泄漏,0
big_tail|大尾巴,0
gynomorph/male|雌性/男性,0
cum_on_tongue|cum_on_tongue,0
spikes_(anatomy)|尖峰_（解剖）,0
underwear_down|内衣羽绒,0
on_ground|在地上,0
oral_vore|oral_vore,0
reverse_cowgirl_position|reverse_cowgirl_position,0
barazoku|原食,0
penile_spines|penile_spines,0
t-shirt|T恤,0
crossed_arms|交叉臂,0
cum_on_leg|cum_on_leg,0
flying|飞行,0
multi_arm|多臂,0
yellow_feathers|黄色羽毛,0
holding_breast|抱胸,0
hypnosis|催眠,0
purple_skin|紫皮,0
black_pawpads|black_pawpads,0
long_penis|长阴茎,0
green_clothing|green_clothing,0
older_female|old_female,0
spirit|精神,5
macropod|大脚,5
dock|码头,0
artist_name|艺术家名,7
plump_labia|丰满的阴唇,0
tan_skin|古铜色皮肤,0
black_tail|黑色的尾巴,0
teasing|戏弄,0
blue_nose|蓝鼻子,0
reclining|斜倚,0
city|城市,0
jeans|牛仔裤,0
holding_penis|持有_阴茎,0
black_skin|黑皮肤,0
tailwag|尾随,0
talking_to_viewer|talk_to_viewer,0
eating|吃,0
leopard|豹,5
cosplay|角色扮演,0
presenting_penis|presenting_penis,0
warner_brothers|华纳兄弟,3
covering|覆盖,0
nature|自然,0
koopa|库帕,5
gaping_anus|张开肛门,0
gardevoir|前卫,5
dreamworks|梦工厂,3
athletic_anthro|运动人类,0
gem|宝石,0
countershade_face|countershade_face,0
exposed_breasts|暴露的乳房,0
pikachu|皮卡丘,5
high-angle_view|高角度视图,0
light_skin|light_skin,0
striped_tail|条纹尾,0
helluva_boss|helluva_boss,3
leaf|叶子,0
straddling|跨越,0
intersex_penetrated|intersex_penetrated,0
true_musteline|true_musteline,5
canine_pussy|canine_pussy,0
horned_humanoid|horned_humanoid,5
halloween|万圣节,3
casual_nudity|休闲裸体,0
mother_and_child|母子,0
goo_creature|goo_creature,5
galliform|鸡形,5
hand_holding|手握,0
bouncing_butt|弹跳对接,0
musk|麝香,0
shiny_pokemon|闪亮的口袋妖怪,5
phasianid|雉科,5
bethesda_softworks|bethesda_softworks,3
final_fantasy|最终幻想,3
andromorph|异形,0
tail_accessory|tail_accessory,0
ellipsis|省略,0
royalty|版税,0
gold_(metal)|金_（金属）,0
septum_piercing|隔膜穿孔,0
grey_skin|灰色皮肤,0
egg|蛋,0
taur|金牛座,5
what|什么,0
penis_outline|penis_outline,0
v_sign|v_sign,0
inverted_nipples|倒置乳头,0
female_on_anthro|female_on_anthro,0
smoke|抽烟,0
bent_legs|弯腿,0
european_mythology|欧洲神话,3
bottle|瓶子,0
crop_top|作物顶部,0
kangaroo|袋鼠,5
marine_humanoid|Marine_humanoid,5
grey_eyes|灰眼,0
peeing|撒尿,0
father|父亲,0
eyebrow_through_hair|眉透发,0
arm_support|arm_support,0
fox_humanoid|fox_humanoid,5
coat|外套,0
german_shepherd|德国牧羊犬,5
animate_inanimate|animate_inanimate,5
garter_straps|吊袜带,0
skull|颅骨,0
cum_on_belly|cum_on_belly,0
plushie|毛绒玩具,0
blush_lines|脸红线,0
hand_on_penis|hand_on_penis,0
bust_portrait|半身像,7
letterbox|信箱,0
dildo_insertion|假阳具插入,0
half-length_portrait|半身人像,7
being_watched|被监视,0
penetrating_pov|穿透_pov,0
highlights_(coloring)|亮点_（着色）,0
shy|害羞的,0
black_topwear|black_topwear,0
red_skin|red_skin,0
red_scales|red_scales,0
fully_sheathed|全护套,0
haplorhine|哈洛欣,5
vest|背心,0
obese_anthro|obese_anthro,0
glass|玻璃,0
unusual_anatomy|不寻常的解剖学,0
miles_prower|miles_prower,4
glistening_eyes|闪闪发光的眼睛,0
hand_on_thigh|hand_on_thigh,0
looking_at_genitalia|看着_at_genitalia,0
intersex_penetrating_female|intersex_penetrating_female,0
zebra|斑马,5
female_anthro|女人类,0
apron|围裙,0
red_sclera|红巩膜,0
greek_mythology|希腊神话,3
facesitting|面对面,0
sony_corporation|索尼公司,3
black_background|black_background,0
magic_user|魔术用户,0
wide_eyed|睁大眼睛,0
passerine|雀形目,5
no_underwear|no_underwear,0
sony_interactive_entertainment|索尼互动娱乐,3
oscine|奥斯辛,5
text_on_clothing|text_on_clothing,0
scared|害怕的,0
dancing|跳舞,0
undead|亡灵,5
robe|长袍,0
talons|爪子,0
french_kissing|法式接吻,0
shower|淋浴,0
amy_rose|艾米玫瑰,4
feral_penetrating_feral|feral_penetrating_feral,0
multi_eye|多眼,0
spread_wings|spread_wings,0
smaller_human|较小的人类,0
gangbang|钢棒,0
plug_(sex_toy)|插头_（性玩具）,0
black_scales|black_scales,0
spitroast|吐司,0
white_countershading|white_countershading,0
inviting|邀请,0
briefs|内裤,0
footjob|脚交,0
green_background|green_background,0
krystal|水晶,4
intersex/intersex|阴阳人/阴阳人,0
jockstrap|背带,0
blue_tail|蓝尾,0
penis_piercing|penis_piercing,0
brown_tail|棕尾,0
serpentine|蛇纹石,0
long_playtime|long_playtime,7
tail_feathers|尾羽,0
pink_pussy|pink_pussy,0
precum_drip|precum_drip,0
impregnation|浸渍,0
ghost|鬼,5
cigarette|香烟,0
chibi|赤壁,0
dildo_sitting|dildo_sitting,0
flexing|弯曲,0
capreoline|羊脂素,5
graphite_(artwork)|石墨_（艺术品）,7
three-quarter_view|四分之三视图,0
umbreon|温布伦,5
nervous|紧张的,0
clothed_sex|穿衣服的性别,0
penis_tip|阴茎尖,0
ear_tuft|耳簇,0
toy_dog|玩具狗,5
:3|:3,0
pink_glans|pink_glans,0
black_balls|黑球,0
inflatable|充气的,0
rope_bondage|绳索束缚,0
death|死亡,0
skinsuit|紧身衣,0
polar_bear|北极熊,5
smiling_at_viewer|微笑观看者,0
16:10|16:10,7
small_penis|小阴茎,0
white_topwear|white_topwear,0
questionable_consent|questionable_consent,0
digital_painting_(artwork)|数字绘画_（艺术品）,7
mature_male|成熟男,0
canid_demon|canid_demon,5
hand_on_stomach|hand_on_stomach,0
cum_splatter|cum_splatter,0
toriel|托里尔,4
blue_tongue|蓝舌,0
smaller_anthro|small_anthro,0
changeling|换人,5
big_eyes|大眼睛,0
wet_clothing|湿衣服,0
headphones|耳机,0
underwear_aside|内衣旁,0
spade_tail|spade_tail,0
alternate_version_at_source|Alternate_version_at_source,7
frottage|脱胎换骨,0
drinking|喝,0
faceless_human|faceless_human,0
pencil_(artwork)|铅笔_（艺术品）,7
monster_girl_(genre)|Monster_girl_（类型）,0
gynomorph_penetrating_female|gynomorph_penetrating_female,0
feral_penetrating_human|feral_penetrating_human,0
sonic_the_hedgehog_(comics)|sonic_the_hedgehog_（漫画）,3
chastity_device|贞操设备,0
white_underwear|white_underwear,0
looking_at_penis|看着阴茎,0
cephalopod|头足类,5
clitoral_hood|阴蒂罩,0
sparkles|闪闪发光,0
black_bars|black_bars,0
black_eyebrows|black_eyebrows,0
leather|皮革,0
blep|哔哔声,0
polearm|长柄武器,0
isabelle_(animal_crossing)|伊莎贝尔_（动物穿越）,4
white_claws|白爪,0
maid_uniform|女仆制服,0
purple_clothing|紫色服装,0
slime|粘液,0
intraspecies|种内,0
cetacean|鲸类,5
mountain|山,0
multicolored_scales|multicolored_scales,0
crocodylid|鳄鱼皮,5
athletic_male|运动男,0
pigtails|辫子,0
eevee|伊布,5
non-mammal_balls|非哺乳动物球,0
clothed/nude|穿衣服/裸体,0
crocodile|鳄鱼,5
pink_skin|pink_skin,0
deltarune|三角符文,3
hellhound|地狱犬,5
brown_nipples|brown_nipples,0
father_and_child|父子,0
annoyed|恼火,0
wood|木头,0
watersports|水上运动,0
upskirt|超短裙,0
against_wall|靠墙,0
white_scales|白鳞,0
6:05|6:05,7
ball_fondling|ball_fondling,0
arms_tied|arm_tied,0
cuddling|拥抱,0
naughty_face|顽皮的脸,0
ears_back|ear_back,0
alternate_color|备用颜色,0
ball|球,0
exhibitionism|暴露狂,0
spike_(mlp)|穗_（mlp）,4
underhoof|蹄下,0
self_bite|自咬,0
forked_tongue|分叉的舌头,0
grope|摸索,0
forced_oral|强迫口语,0
cybernetics|控制论,0
blindfold|眼罩,0
thought_bubble|思想泡泡,0
buttplug|对接插头,0
69_position|69_位置,0
multiple_images|多个图像,7
mustela|鼬鼠,5
headband|头巾,0
brown_skin|古铜色的肌肤,0
dated|过时的,7
bathroom|浴室,0
bowser|鲍泽,4
lip_piercing|唇穿孔,0
bangs|刘海,0
imp|小鬼,5
crossed_legs|交叉腿,0
mtf_crossgender|mtf_crossgender,0
gallus_(genus)|加卢斯_（属）,5
uterus|子宫,0
monster_hunter|怪物猎人,3
chicken|鸡,5
barely_visible_genitalia|几乎不可见的生殖器,0
anthro_penetrating_human|anthro_penetrating_human,0
2009|2009,7
erection_under_clothing|勃起_under_clothing,0
symbol|象征,0
daughter|女儿,0
black_lips|黑唇,0
blue_and_white|蓝色和白色,7
armband|臂章,0
notched_ear|缺口耳,0
brother_and_sister|兄弟姐妹,0
bubble|气泡,0
humanoid_on_anthro|humanoid_on_anthro,0
sequence|序列,7
sergal|鲨狗,5
arm_tuft|arm_tuft,0
hairband|发带,0
biting_own_lip|biting_own_lip,0
slap|拍击,0
elbow_tuft|肘部簇绒,0
walking|步行,0
bed_sheet|床单,0
legless|没有腿的,0
multi_nipple|多乳头,0
car|车,0
alien_humanoid|外星人_人形,5
detailed|详细的,7
insect_wings|昆虫翅膀,0
scut_tail|scut_tail,0
circumcised|割礼,0
warrior|战士,0
lamp|灯,0
spread_anus|spread_anus,0
teenager|青少年,0
upside_down|上下翻转,0
coyote|郊狼,5
toothed_whale|齿鲸,5
wraps|包裹,0
shocked|震惊,0
underwater|水下,0
penis_accessory|阴茎配件,0
raised_clothing|凸起的衣服,0
predator/prey|捕食者/猎物,0
tusks|象牙,0
lilo_and_stitch|lilo_and_stitch,3
fist|拳头,0
gore|血块,0
fur_markings|fur_markings,0
computer|计算机,0
navel_piercing|肚脐穿孔,0
grey_tail|灰尾,0
deity|神,5
shell|壳,0
hot_dogging|hot_dogging,0
delphinoid|飞燕草,5
ears_down|耳朵向下,0
love|爱,0
feces|屎,0
multi_breast|多乳房,0
humanoid_pussy|humanoid_pussy,0
smug|踌躇满志,0
panties_down|panties_down,0
sharp_claws|锋利的爪子,0
pussy_ejaculation|pussy_ejaculation,0
leaning_forward|前倾,0
nickelodeon|镍币,3
eastern_dragon|东方龙,5
mosaic_censorship|马赛克审查,7
hyper_belly|腹肌,0
source_request|源请求,7
candle|蜡烛,0
eyewear_on_head|eyewear_on_head,0
purple_penis|紫色阴茎,0
anatomically_correct_pussy|anatomically_correct_pussy,0
fur_tuft|毛簇,0
black_feathers|black_feathers,0
pole|极,0
one-piece_swimsuit|one-piece_swimsuit,0
chastity_cage|贞操笼,0
long_image|long_image,7
beastars|野兽派,3
breast_expansion|扩胸,0
pinscher|短毛猎犬,5
yellow_scales|黄色鳞片,0
lighting|灯光,7
braixen|布雷克森,5
dobermann|杜宾犬,5
happy_sex|快乐的性爱,0
substance_intoxication|物质中毒,0
goatee|山羊胡,0
shih_tzu|西施,5
curvaceous|曲线美的,0
thick_eyebrows|浓浓的眉毛,0
door|门,0
black_ears|黑耳,0
tribal|部落的,0
alligatorid|鳄鱼科,5
cloaca|泄殖腔,0
apode|极点,0
sperm_cell|精子细胞,0
hourglass_figure|沙漏图,0
domestic_pig|家猪,5
penis_jewelry|penis_jewelry,0
tail_grab|tail_grab,0
flat_colors|flat_colors,7
eyebrow_piercing|穿眉,0
archie_comics|archie_comics,3
arachnid|蛛形纲动物,5
bird_feet|鸟脚,0
pattern_legwear|pattern_legwear,0
experiment_(lilo_and_stitch)|实验_（lilo_and_stitch）,5
triceps|三头肌,0
sandals|凉鞋,0
lube|润滑油,0
fingering_self|指法自我,0
trans_(lore)|trans_（传说）,-1
knife|刀,0
fox_mccloud|fox_mccloud,4
sonic_the_hedgehog_(archie)|sonic_the_hedgehog_(archie),3
alligator|鳄鱼,5
corvid|呸呸呸,5
leggings|绑腿,0
the_elder_scrolls|the_elder_scrolls,3
cock_ring|cock_ring,0
starry_sky|星空,0
wild_boar|野猪,5
saliva_on_tongue|saliva_on_tongue,0
bat_wings|蝙蝠翼,0
black_stripes|black_stripes,0
multicolored_skin|多色皮肤,0
carrying|携带,0
selfie|自拍,0
male_on_humanoid|male_on_humanoid,0
hyper_butt|超级对接,0
ovum|卵子,0
draconcopode|龙鳞,5
lopunny|笨蛋,5
penis_grab|penis_grab,0
gender_transformation|性别转换,0
scat|粪便,0
anal_beads|anal_beads,0
bodysuit|紧身衣裤,0
flash|闪光,7
christmas_clothing|圣诞服装,0
black_bottomwear|black_bottomwear,0
bubble_butt|泡泡屁股,0
oral_masturbation|oral_masturbation,0
musical_instrument|乐器,0
arms_bent|arm_bent,0
slave|奴隶,0
suspension|暂停,0
trembling|发抖,0
metal_cuffs|金属袖口,0
bell_collar|bell_collar,0
motion_tweening|补间动画,7
desk|桌子,0
yellow_skin|黄皮,0
loona_(helluva_boss)|loona_(helluva_boss),4
sheepdog|牧羊犬,5
the_amazing_world_of_gumball|口香糖的奇妙世界,3
human_penetrating_feral|human_penetrating_feral,0
huge_filesize|巨大的文件大小,7
cave|洞穴,0
accipitriform|鹰形,5
collarbone|锁骨,0
monkey|猴,5
corset|紧身胸衣,0
sylveon|西尔文,5
split_form|split_form,0
crash_bandicoot_(series)|crash_bandicoot_(系列),3
blanket|毯子,0
male_pred|男性_pred,0
reindeer|驯鹿,5
anal_fingering|anal_fingering,0
purple_scales|紫鳞,0
charizard|喷火龙,5
purple_nipples|紫色乳头,0
younger_penetrated|年轻的渗透,0
clothing_pull|服装拉,0
vaporeon|汽艇,5
obese_female|obese_female,0
lepidopteran|鳞翅目,5
yellow_tail|黄尾,0
blurred_background|模糊背景,0
cum_on_hand|cum_on_hand,0
number|数字,0
pointing|指点,0
cum_on_own_face|cum_on_own_face,0
pixel_(artwork)|像素_（艺术品）,7
sad|伤心,0
female_pred|女性_pred,0
sun|太阳,0
female/ambiguous|女性/模棱两可,0
ground_squirrel|地松鼠,5
mustache|胡子,0
blue_topwear|blue_topwear,0
mohawk|莫霍克,0
younger_female|年轻的女性,0
fti_crossgender|fti_crossgender,0
red_nose|红鼻子,0
shrub|灌木,0
cum_everywhere|cum_everywhere,0
zoroark|佐罗亚克,5
sanrio|三丽鸥,3
bisexual|双性恋,0
muscular_intersex|肌肉男,0
manly|男子气概,0
outline|大纲,0
wardrobe_malfunction|衣柜故障,0
covering_self|覆盖自我,0
cum_in_uterus|cum_in_uterus,0
puffy_nipples|puffy_nipples,0
curtains|窗帘,0
collar_only|只领子,0
hair_over_eyes|hair_over_eyes,0
bird_dog|鸟狗,5
strapon|性交,0
headshot_portrait|headshot_portrait,7
monotone_hair|单调头发,0
thick_lips|厚嘴唇,0
tall_image|tall_image,7
space|空间,0
muzzle_(object)|枪口_（对象）,0
chubby_female|chubby_female,0
breast_size_difference|乳房尺寸差异,0
long_neck|长颈,0
mother_and_son|母亲和儿子,0
2_penises|2_阴茎,0
beauty_mark|beauty_mark,0
feral_penetrating_anthro|feral_penetrating_anthro,0
furry-specific_piercing|毛茸茸的特定穿孔,0
frill_(anatomy)|褶边_（解剖学）,0
arm_warmers|arm_warmers,0
obese_male|obese_male,0
collaboration|合作,7
urethra|尿道,0
shoulder_tuft|肩部簇绒,0
owl|猫头鹰,5
striped_legwear|striped_legwear,0
five_nights_at_freddy's_2|Five_nights_at_freddy's_2,3
chipmunk|花栗鼠,5
leotard|紧身衣,0
cowboy_hat|牛仔帽,0
toe_curl|脚趾卷曲,0
antelope|羚羊,5
grey_clothing|灰色服装,0
controller|控制器,0
cum_from_ass|cum_from_ass,0
thrusting|推搡,0
tail_fetish|tail_fetish,0
bouncing_penis|弹跳阴茎,0
sunset|日落,0
mega_evolution|超级进化,5
facial_scar|面部疤痕,0
dildo_in_ass|dildo_in_ass,0
hands_on_hips|hand_on_hips,0
suggestive|暗示的,0
high_heeled_boots|高跟鞋,0
tail_play|tail_play,0
tentacle_penetration|触手穿透,0
microsoft|微软,3
green_penis|green_penis,0
parody|戏仿,0
on_lap|on_lap,0
speedo|速度,0
neck_bulge|颈部隆起,0
mirror|镜子,0
swimming_pool|游泳池,0
2008|2008,7
text_on_topwear|text_on_topwear,0
anklet|脚链,0
chair_position|椅子位置,0
hybrid_genitalia|混合生殖器,0
cyborg|半机械人,5
panties_aside|panties_aside,0
2_toes|2_toes,0
convenient_censorship|方便审查,0
oviposition|产卵,0
glaceon|冰川,5
white_belly|白肚,0
mammal_taur|哺乳动物,5
fundoshi|底多,0
yordle|约德尔,5
hanging_breasts|吊胸,0
larger_feral|更大的野性,0
humiliation|屈辱,0
regional_form_(pokemon)|region_form_(口袋妖怪),5
poking_out|戳出,0
drunk|醉,0
running|跑步,0
android|安卓,5
urethral|尿道,0
digestion|消化,0
white_shirt|白衬衫,0
visual_novel|视觉小说,0
sisters|姐妹,0
mollusk_humanoid|软体动物_人形,5
christmas_headwear|圣诞头饰,0
hood|兜帽,0
domestic_sheep|家养羊,5
black_pupils|black_pupils,0
ftg_crossgender|ftg_crossgender,0
hybrid_penis|混合阴茎,0
police_uniform|警察制服,0
blender_(software)|搅拌机_（软件）,3
one_leg_up|one_leg_up,0
the_lion_king|狮子王,3
clock|钟,0
bovid_humanoid|bovid_humanoid,5
sunlight|阳光,0
ball_slap|ball_slap,0
xbox_game_studios|xbox_game_studios,3
mounting|安装,0
two_tone_scales|two_tone_scales,0
humanoid_on_humanoid|humanoid_on_humanoid,0
underwear_only|只内衣,0
brown_feathers|brown_feathers,0
pink_anus|pink_anus,0
asinus|鼻窦,5
anatomically_correct_penis|anatomically_correct_penis,0
santa_hat|圣诞老人帽子,0
cloven_hooves|cloven_hooves,0
pattern_background|图案背景,0
cephalopod_humanoid|头足类人形动物,5
5:03|5:03,7
big_bulge|大凸起,0
gynomorph/gynomorph|雌雄同体/雌雄同体,0
raised_topwear|凸起的上衣,0
donkey|驴,5
dromaeosaurid|驰龙科,5
flower_in_hair|发花,0
irrumatio|不规则,0
pokeball|精灵球,0
bandicoot|袋狸,5
baseball_cap|棒球帽,0
4_arms|4_arms,0
brothers|兄弟,0
laugh|笑,0
molosser|莫洛瑟,5
cum_on_feet|cum_on_feet,0
pasties|馅饼,0
rough_sex|粗糙的性别,0
spiked_bracelet|尖刺手镯,0
blue_bottomwear|blue_bottomwear,0
toying_partner|toying_partner,0
fight|斗争,0
athletic_female|运动女,0
hairy|毛茸茸,0
cum_in_hair|cum_in_hair,0
school_uniform|校服,0
autofellatio|自我口交,0
stretching|拉伸,0
patreon_logo|patreon_logo,0
skeleton|骨骼,0
staff|职员,0
black_pussy|black_pussy,0
red_background|red_background,0
deep_navel|deep_navel,0
huge_hips|巨大的臀部,0
roleplay|角色扮演,0
black_underwear|black_underwear,0
whip|鞭子,0
accipitrid|鹰嘴豆,5
gynomorph_penetrated|gynomorph_penetrated,0
